"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases"
"1264","oct8","Pennsylvania","Northampton","Bethlehem","Moravian College",6,"NorthamptonPennsylvania",0.0153430401100611,"Hybrid","2514","Private nonprofit, 4-year",0.00238663484486874
"1265","oct8","Pennsylvania","Cambria","Cresson","Mount Aloysius College",5,"CambriaPennsylvania",0.00538435541354308,"Primarily in person","1784","Private nonprofit, 4-year",0.00280269058295964
"1266","oct8","Pennsylvania","Lehigh","Allentown","Muhlenberg College",3,"LehighPennsylvania",0.0158400077981577,"Fully online","2340","Private nonprofit, 4-year",0.00128205128205128
"1267","oct8","Pennsylvania","Delaware","Aston","Neumann University",3,"DelawarePennsylvania",0.0209617342482625,"Primarily online","2598","Private nonprofit, 4-year",0.00115473441108545
"1291","oct8","Pennsylvania","Lycoming","Williamsport","Pennsylvania College of Technology",58,"LycomingPennsylvania",0.00680500269199199,"Primarily in person","5322","Public, 4-year",0.0108981585869974
"1292","oct8","Pennsylvania","Allegheny","Pittsburgh","Point Park University",13,"AlleghenyPennsylvania",0.0106056930458988,"Hybrid","4099","Private nonprofit, 4-year",0.00317150524518175
"1294","oct8","Pennsylvania","Montgomery","Rosemont","Rosemont College",3,"MontgomeryPennsylvania",0.0151531745124351,"Hybrid","945","Private nonprofit, 4-year",0.00317460317460317
"1298","oct8","Pennsylvania","Westmoreland","Greensburg","Seton Hill University",8,"WestmorelandPennsylvania",0.00727717763593475,"Primarily in person","2297","Private nonprofit, 4-year",0.00348280365694384
"1299","oct8","Pennsylvania","Franklin","Shippensburg","Shippensburg University of Pennsylvania",33,"FranklinPennsylvania",0.0119656575951286,"Primarily online","6381","Public, 4-year",0.00517160319699107
"1300","oct8","Pennsylvania","Butler","Slippery Rock","Slippery Rock University of Pennsylvania",128,"ButlerPennsylvania",0.00625489079226842,"Primarily online","8803","Public, 4-year",0.0145404975576508
"1301","oct8","Pennsylvania","Snyder","Selinsgrove","Susquehanna University",1,"SnyderPennsylvania",0.0100812444268305,"Primarily in person","2396","Private nonprofit, 4-year",0.000417362270450751
"1302","oct8","Pennsylvania","Delaware","Swarthmore","Swarthmore College",9,"DelawarePennsylvania",0.0209617342482625,"Primarily online","1559","Private nonprofit, 4-year",0.00577293136626042
"1303","oct8","Pennsylvania","Philadelphia","Philadelphia","Temple University",528,"PhiladelphiaPennsylvania",0.0241555896731445,"Primarily online","39740","Public, 4-year",0.013286361348767
"1304","oct8","Pennsylvania","Mercer","Greenville","Thiel College",1,"MercerPennsylvania",0.00717392893697909,"Primarily in person","742","Private nonprofit, 4-year",0.00134770889487871
"1305","oct8","Pennsylvania","Philadelphia","Philadelphia","Thomas Jefferson University",77,"PhiladelphiaPennsylvania",0.0241555896731445,"Hybrid","7786","Private nonprofit, 4-year",0.00988954533778577
"1306","oct8","Pennsylvania","Philadelphia","Philadelphia","University of Pennsylvania",376,"PhiladelphiaPennsylvania",0.0241555896731445,"Fully online","25860","Private nonprofit, 4-year",0.0145398298530549
"1309","oct8","Pennsylvania","McKean","Bradford","University of Pittsburgh, Bradford",0,"McKeanPennsylvania",0.00155076923076923,"Hybrid","1281","Public, 4-year",0
"1310","oct8","Pennsylvania","Westmoreland","Greensburg","University of Pittsburgh, Greensburg",1,"WestmorelandPennsylvania",0.00727717763593475,"Hybrid","1508","Public, 4-year",0.000663129973474801
"1311","oct8","Pennsylvania","Lackawanna","Scranton","University of Scranton",380,"LackawannaPennsylvania",0.0132062153628967,"Hybrid","5286","Private nonprofit, 4-year",0.0718880060537268
"1314","oct8","Pennsylvania","Montgomery","Collegeville","Ursinus College",19,"MontgomeryPennsylvania",0.0151531745124351,"Primarily in person","1435","Private nonprofit, 4-year",0.0132404181184669
"1315","oct8","Pennsylvania","Delaware","Villanova","Villanova University",193,"DelawarePennsylvania",0.0209617342482625,"Primarily in person","11030","Private nonprofit, 4-year",0.0174977334542158
"1317","oct8","Pennsylvania","Greene","Waynesburg","Waynesburg University",5,"GreenePennsylvania",0.00543703253939779,"Primarily in person","1674","Private nonprofit, 4-year",0.0029868578255675
"1320","oct8","Pennsylvania","Delaware","Chester","Widener University",25,"DelawarePennsylvania",0.0209617342482625,"Primarily online","6621","Private nonprofit, 4-year",0.00377586467301012
"1321","oct8","Pennsylvania","Luzerne","Wilkes-Barre","Wilkes University",34,"LuzernePennsylvania",0.0133956278334179,"Primarily online","5132","Private nonprofit, 4-year",0.00662509742790335
"1323","oct8","Pennsylvania","York","York","York College of Pennsylvania",27,"YorkPennsylvania",0.0116666443978283,"Hybrid","4317","0",0.00625434329395414
"1338","oct8","Rhode Island","Providence","Providence","Brown University",24,"ProvidenceRhode Island",0.0307325830175715,"Primarily online","10257","Private nonprofit, 4-year",0.00233986545773618
"1339","oct8","Rhode Island","Providence","Smithfield","Bryant University",28,"ProvidenceRhode Island",0.0307325830175715,"Primarily in person","3788","Private nonprofit, 4-year",0.00739176346356917
"1341","oct8","Rhode Island","Providence","Providence","Providence College",229,"ProvidenceRhode Island",0.0307325830175715,"Fully online","4674","Private nonprofit, 4-year",0.0489944373127942
"1342","oct8","Rhode Island","Providence","Providence","Rhode Island College",7,"ProvidenceRhode Island",0.0307325830175715,"Primarily online","7766","Public, 4-year",0.000901364924027814
"1343","oct8","Rhode Island","Providence","Providence","Rhode Island School of Design",4,"ProvidenceRhode Island",0.0307325830175715,"Primarily online","2467","Private nonprofit, 4-year",0.0016214025131739
"1344","oct8","Rhode Island","Bristol","Bristol","Roger Williams University",21,"BristolRhode Island",0.00886981992202809,"Primarily in person","4860","Private nonprofit, 4-year",0.00432098765432099
"1345","oct8","Rhode Island","Newport","Newport","Salve Regina University",2,"NewportRhode Island",0.00663970176165298,"Primarily in person","2647","Private nonprofit, 4-year",0.000755572346052134
"1346","oct8","Rhode Island","Washington","Kingston","University of Rhode Island",192,"WashingtonRhode Island",0.00760489580098266,"Other","17777","Public, 4-year",0.0108004725206728
"1348","oct8","South Carolina","Richland","Columbia","Benedict College",6,"RichlandSouth Carolina",0.0382264725477981,"Hybrid","2165","Private nonprofit, 4-year",0.00277136258660508
"1349","oct8","South Carolina","Charleston","North Charleston","Charleston Southern University",23,"CharlestonSouth Carolina",0.0391340913841801,"Primarily online","3414","Private nonprofit, 4-year",0.0067369654364382
"1350","oct8","South Carolina","Orangeburg","Orangeburg","Claflin University",1,"OrangeburgSouth Carolina",0.0368088192631274,"Primarily online","2172","Private nonprofit, 4-year",0.000460405156537753
"1351","oct8","South Carolina","Pickens","Clemson","Clemson University",3770,"PickensSouth Carolina",0.02688282210523,"Primarily online","24951","Public, 4-year",0.151096148450964
"1352","oct8","South Carolina","Horry","Conway","Coastal Carolina University",306,"HorrySouth Carolina",0.0306794208104925,"Primarily online","10641","Public, 4-year",0.028756695799267
"1354","oct8","South Carolina","Charleston","Charleston","College of Charleston",414,"CharlestonSouth Carolina",0.0391340913841801,"Primarily online","10783","Public, 4-year",0.0383937679680979
"1355","oct8","South Carolina","Spartanburg","Spartanburg","Converse College",5,"SpartanburgSouth Carolina",0.0229185233828979,"Primarily in person","1380","Private nonprofit, 4-year",0.0036231884057971
"1356","oct8","South Carolina","Abbeville","Due West","Erskine College",0,"AbbevilleSouth Carolina",0.0269906633505932,"Primarily in person","693","Private nonprofit, 4-year",0
"1357","oct8","South Carolina","Florence","Florence","Francis Marion University",39,"FlorenceSouth Carolina",0.037008380756799,"Primarily in person","3940","Public, 4-year",0.00989847715736041
"1358","oct8","South Carolina","Greenville","Greenville","Furman University",80,"GreenvilleSouth Carolina",0.0289107655164247,"Hybrid","2947","Private nonprofit, 4-year",0.0271462504241602
"1359","oct8","South Carolina","Greenville","Greenville","Greenville Technical College",202,"GreenvilleSouth Carolina",0.0289107655164247,"Primarily in person","10864","Public, 2-year",0.0185935198821797
"1360","oct8","South Carolina","Greenwood","Greenwood","Lander University",84,"GreenwoodSouth Carolina",0.033045713236644,"Hybrid","3044","Public, 4-year",0.0275952693823916
"1361","oct8","South Carolina","Cherokee","Gaffney","Limestone College",16,"CherokeeSouth Carolina",0.0220244328097731,"Primarily in person","2442","Private nonprofit, 4-year",0.00655200655200655
"1363","oct8","South Carolina","Newberry","Newberry","Newberry College",23,"NewberrySouth Carolina",0.0375390218522373,"Primarily in person","1208","Private nonprofit, 4-year",0.0190397350993377
"1364","oct8","South Carolina","Greenville","Tigerville","North Greenville University",34,"GreenvilleSouth Carolina",0.0289107655164247,"Primarily in person","2578","Private nonprofit, 4-year",0.013188518231187
"1365","oct8","South Carolina","Laurens","Clinton","Presbyterian College",21,"LaurensSouth Carolina",0.025898982116664,"Primarily in person","1330","Private nonprofit, 4-year",0.0157894736842105
"1367","oct8","South Carolina","Pickens","Central","Southern Wesleyan University",6,"PickensSouth Carolina",0.02688282210523,"Fully online","1551","Private nonprofit, 4-year",0.00386847195357834
"1368","oct8","South Carolina","Charleston","Charleston","The Citadel",121,"CharlestonSouth Carolina",0.0391340913841801,"Primarily in person","3763","Public, 4-year",0.0321551953228807
"1372","oct8","South Carolina","Spartanburg","Spartanburg","University of South Carolina Upstate",50,"SpartanburgSouth Carolina",0.0229185233828979,"Hybrid","6175","Public, 4-year",0.00809716599190283
"1373","oct8","South Carolina","York","Rock Hill","Winthrop University",30,"YorkSouth Carolina",0.0204001010751693,"Primarily online","5813","Public, 4-year",0.00516084637880612
"1374","oct8","South Carolina","Spartanburg","Spartanburg","Wofford College",69,"SpartanburgSouth Carolina",0.0229185233828979,"Primarily in person","1666","Private nonprofit, 4-year",0.0414165666266507
"1376","oct8","South Dakota","Lawrence","Spearfish","Black Hills State University",22,"LawrenceSouth Dakota",0.0198498684414177,"Fully in person","4035","Public, 4-year",0.00545229244114002
"1377","oct8","South Dakota","Lake","Madison","Dakota State University",8,"LakeSouth Dakota",0.0174259592091897,"Fully in person","3382","Public, 4-year",0.00236546422235364
"1378","oct8","South Dakota","Yankton","Yankton","Mount Marty College",21,"YanktonSouth Dakota",0.0216095380029806,"Fully in person","1044","Private nonprofit, 4-year",0.0201149425287356
"1379","oct8","South Dakota","Brown","Aberdeen","Northern State University",45,"BrownSouth Dakota",0.0364324519168877,"Fully in person","3493","Public, 4-year",0.0128829086744918
"1380","oct8","South Dakota","Oglala Lakota","Kyle ","Oglala Lakota College",0,"Oglala LakotaSouth Dakota",0.02468787472667,"Fully online","1300","Public, 4-year",0
"1382","oct8","South Dakota","Pennington","Rapid City ","South Dakota School of Mines and Technology",41,"PenningtonSouth Dakota",0.0251724895627335,"Hybrid","2654","Public, 4-year",0.0154483798040693
"1383","oct8","South Dakota","Brookings","Brookings","South Dakota State University",91,"BrookingsSouth Dakota",0.0246030162214557,"Hybrid","12104","Public, 4-year",0.0075181758096497
"1384","oct8","South Dakota","Minnehaha","Sioux Falls","University of Sioux Falls",31,"MinnehahaSouth Dakota",0.0383826773121253,"Fully in person","1615","Private nonprofit, 4-year",0.0191950464396285
"1385","oct8","South Dakota","Clay","Vermillion","University of South Dakota",243,"ClaySouth Dakota",0.0428571428571429,"Primarily in person","10066","Public, 4-year",0.0241406715676535
"1386","oct8","Tennessee","Montgomery","Clarksville","Austin Peay State University",136,"MontgomeryTennessee",0.0160675237926629,"Hybrid","10954","Public, 4-year",0.0124155559612927
"1387","oct8","Tennessee","Davidson","Nashville","Belmont University",45,"DavidsonTennessee",0.0429161672505993,"Primarily online","8260","Private nonprofit, 4-year",0.00544794188861985
"1389","oct8","Tennessee","Jefferson","Jefferson City","Carson-Newman University",129,"JeffersonTennessee",0.0232498394348105,"Primarily in person","2560","Private nonprofit, 4-year",0.050390625
"1390","oct8","Tennessee","Hamilton","Chattanooga","Chattanooga State Community College",50,"HamiltonTennessee",0.0280856108144555,"Primarily online","8241","Public, 2-year",0.00606722485135299
"1391","oct8","Tennessee","Shelby","Memphis","Christian Brothers University",33,"ShelbyTennessee",0.0346928932547702,"Primarily in person","2034","Private nonprofit, 4-year",0.0162241887905605
"1392","oct8","Tennessee","Bradley","Cleveland","Cleveland State Community College",41,"BradleyTennessee",0.029035241883267,"Hybrid","3264","Public, 2-year",0.0125612745098039
"1393","oct8","Tennessee","Maury","Columbia","Columbia State Community College",46,"MauryTennessee",0.0269953416954569,"Primarily online","6221","Public, 2-year",0.00739430959652789
"1394","oct8","Tennessee","Wilson","Lebanon","Cumberland University",50,"WilsonTennessee",0.026704549382332,"Other","2405","Private nonprofit, 4-year",0.0207900207900208
"1395","oct8","Tennessee","Dyer","Dyersburg","Dyersburg State Community College",36,"DyerTennessee",0.0430312979358971,"Primarily online","2977","Public, 2-year",0.0120927107826671
"1396","oct8","Tennessee","Washington","Johnson City","East Tennessee State University",240,"WashingtonTennessee",0.019887922705314,"Primarily online","14317","Public, 4-year",0.0167632883984075
"1397","oct8","Tennessee","Madison","Jackson","Jackson State Community College",39,"MadisonTennessee",0.0331278576094056,"Primarily online","4862","Public, 2-year",0.00802139037433155
"1402","oct8","Tennessee","Claiborne","Harrogate","Lincoln Memorial University",72,"ClaiborneTennessee",0.0144560217779029,"Primarily in person","4798","Private nonprofit, 4-year",0.0150062526052522
"1403","oct8","Tennessee","Davidson","Nashville","Lipscomb University",90,"DavidsonTennessee",0.0429161672505993,"Primarily in person","4620","Private nonprofit, 4-year",0.0194805194805195
"1405","oct8","Tennessee","Rutherford","Murfreesboro","Middle Tennessee State University",277,"RutherfordTennessee",0.0300284394420452,"Hybrid","21631","Public, 4-year",0.0128056955295641
"1407","oct8","Tennessee","Moore","Tullahoma","Motlow State Community College",26,"MooreTennessee",0.031750924784217,"Primarily online","6886","Public, 2-year",0.00377577693871624
"1408","oct8","Tennessee","Davidson","Nashville","Nashville State Community College",35,"DavidsonTennessee",0.0429161672505993,"Hybrid","8284","Public, 2-year",0.00422501207146306
"1409","oct8","Tennessee","Sullivan","Blountville","Northeast State Community College",41,"SullivanTennessee",0.0156680223305631,"Hybrid","6139","Public, 2-year",0.00667861215181626
"1410","oct8","Tennessee","Knox","Knoxville","Pellissippi State Community College",23,"KnoxTennessee",0.0232377161592386,"Primarily online","10894","Public, 2-year",0.00211125390123004
