"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type"
"289","oct8","Florida","Orange","Orlando","Valencia College",28,"OrangeFlorida","0.0297161294396937","Primarily online","46521","Public, 4-year"
"290","oct8","Florida","Polk","Babson Park","Webber International University",1,"PolkFlorida","0.0285425724050294","Fully in person","694","Private nonprofit, 4-year"
"291","oct8","Georgia","Tift","Tifton","Abraham Baldwin Agricultural College",35,"TiftGeorgia","0.0452465308532625","Primarily online","4291","Public, 2-year"
"292","oct8","Georgia","DeKalb","Decatur","Agnes Scott College",1,"DeKalbGeorgia","0.0255354624079905","Fully online","1030","Private nonprofit, 4-year"
"293","oct8","Georgia","Dougherty","Albany","Albany State University",63,"DoughertyGeorgia","0.0362340261039611","Hybrid","6371","Public, 4-year"
"294","oct8","Georgia","Fulton","Atlanta","Atlanta Metropolitan State College",0,"FultonGeorgia","0.0266857906060227","Fully in person","2187","Public, 4-year"
"295","oct8","Georgia","Richmond","Augusta","Augusta University",209,"RichmondGeorgia","0.0361795000938188","Hybrid","8458","Public, 4-year"
"296","oct8","Georgia","Floyd","Mount Berry","Berry College",178,"FloydGeorgia","0.0340819102925948","Primarily in person","2014","Private nonprofit, 4-year"
"297","oct8","Georgia","Hall","Gainesville","Brenau University",45,"HallGeorgia","0.0476078673064601","Primarily in person","2842","Private nonprofit, 4-year"
"298","oct8","Georgia","DeKalb","Atlanta","Clark Atlanta University",0,"DeKalbGeorgia","0.0255354624079905","Fully online","3911","Private nonprofit, 4-year"
"299","oct8","Georgia","Clayton","Morrow","Clayton State University",70,"ClaytonGeorgia","0.0247899102157013","Primarily in person","7038","Public, 4-year"
"300","oct8","Georgia","Glynn","Brunswick","College of Coastal Georgia",58,"GlynnGeorgia","0.041398958870703","Fully in person","3546","Public, 4-year"
"301","oct8","Georgia","Muscogee","Columbus","Columbus State University",62,"MuscogeeGeorgia","0.0313481705479417","Primarily in person","8076","Public, 4-year"
"302","oct8","Georgia","Walker","Lookout Mountain","Covenant College",15,"WalkerGeorgia","0.0236665185418787","Primarily in person","1046","Private nonprofit, 4-year"
"303","oct8","Georgia","Whitfield","Dalton","Dalton State College",32,"WhitfieldGeorgia","0.045590090606721","Primarily in person","5118","Public, 4-year"
"304","oct8","Georgia","Emanuel","Swainsboro","East Georgia State College",45,"EmanuelGeorgia","0.0494126998145368","Primarily in person","2942","Public, 4-year"
"306","oct8","Georgia","Fulton","Atlanta","Emory University",178,"FultonGeorgia","0.0266857906060227","Primarily online","14458","Private nonprofit, 4-year"
"307","oct8","Georgia","Peach","Fort Valley","Fort Valley State University",39,"PeachGeorgia","0.0249764031075292","Primarily in person","2776","Public, 4-year"
"309","oct8","Georgia","Gwinnett","Lawrenceville","Georgia Gwinnett College",96,"GwinnettGeorgia","0.0302568758344459","Hybrid","12508","Public, 4-year"
"310","oct8","Georgia","Floyd","Rome","Georgia Highlands College",46,"FloydGeorgia","0.0340819102925948","Primarily in person","6184","Public, 4-year"
"311","oct8","Georgia","Fulton","Atlanta","Georgia Institute of Technology",929,"FultonGeorgia","0.0266857906060227","Hybrid","32723","Public, 4-year"
"312","oct8","Georgia","Baldwin","Milledgeville","Georgia Military College",1,"BaldwinGeorgia","0.0482290042325685","Primarily online","8812","Public, 4-year"
"313","oct8","Georgia","Bulloch","Statesboro","Georgia Southern University",1178,"BullochGeorgia","0.0369309617123907","Primarily in person","26408","Public, 4-year"
"314","oct8","Georgia","Sumter","Americus","Georgia Southwestern State University",41,"SumterGeorgia","0.0319062457661563","Primarily in person","2907","Public, 4-year"
"315","oct8","Georgia","Fulton","Atlanta","Georgia State University",197,"FultonGeorgia","0.0266857906060227","Hybrid","34316","Public, 4-year"
"317","oct8","Georgia","Cobb","Kennesaw","Kennesaw State University",353,"CobbGeorgia","0.0266055902786457","Hybrid","35420","Public, 4-year"
"318","oct8","Georgia","Troup","LaGrange","LaGrange College",18,"TroupGeorgia","0.0410171333771917","Primarily in person","1029","Private nonprofit, 4-year"
"319","oct8","Georgia","Bibb","Macon","Mercer University",259,"BibbGeorgia","0.0404481617142969","Fully in person","8740","Private nonprofit, 4-year"
"320","oct8","Georgia","Bibb","Macon","Middle Georgia State University",163,"BibbGeorgia","0.0404481617142969","Primarily in person","7802","Public, 4-year"
"322","oct8","Georgia","DeKalb","Atlanta","Oglethorpe University",3,"DeKalbGeorgia","0.0255354624079905","Fully online","1264","Private nonprofit, 4-year"
"324","oct8","Georgia","Chatham","Savannah","Savannah State University",35,"ChathamGeorgia","0.030193829250596","Undetermined","4077","Public, 4-year"
"326","oct8","Georgia","Coffee","Douglas","South Georgia State College",31,"CoffeeGeorgia","0.0490143969680863","Fully in person","2482","Public, 4-year"
"327","oct8","Georgia","Clarke","Athens","University of Georgia",3888,"ClarkeGeorgia","0.0409020423747964","Primarily in person","38652","Public, 4-year"
"328","oct8","Georgia","Lumpkin","Dahlonega","University of North Georgia",485,"LumpkinGeorgia","0.0281761380541506","Primarily online","19722","Public, 4-year"
"329","oct8","Georgia","Carroll","Carrollton","University of West Georgia",178,"CarrollGeorgia","0.0242432828855257","Primarily in person","13733","Public, 4-year"
"330","oct8","Georgia","Lowndes","Valdosta","Valdosta State University",118,"LowndesGeorgia","0.0344701292949253","Primarily in person","11211","Public, 4-year"
"335","oct8","Hawaii","Honolulu","Honolulu","Hawaii Pacific University",1,"HonoluluHawaii","0.0120792601401859","Primarily in person","4086","Private nonprofit, 4-year"
"336","oct8","Hawaii","Honolulu","Honolulu","Kapiolani Community College",3,"HonoluluHawaii","0.0120792601401859","Primarily in person","6899","Public, 2-year"
"338","oct8","Hawaii","Maui","Kahului","University of Hawaii Maui College",1,"MauiHawaii","0.00299850074962519","Primarily online","3092","Public, 4-year"
"339","oct8","Hawaii","Hawaii","Hilo","University of Hawaii, Hilo",2,"HawaiiHawaii","0.00428260211500003","Primarily online","3406","Public, 4-year"
"341","oct8","Hawaii","Honolulu","Kapolei","University of Hawaii-West Oahu",0,"HonoluluHawaii","0.0120792601401859","Primarily online","3128","Public, 4-year"
"342","oct8","Idaho","Ada","Boise ","Boise State University",400,"AdaIdaho","0.028833834800358","Primarily in person","25504","Public, 4-year"
"343","oct8","Idaho","Madison","Rexburg","Brigham Young University-Idaho",71,"MadisonIdaho","0.031773874257649","Primarily online","42341","Private nonprofit, 4-year"
"345","oct8","Idaho","Twin Falls","Twin Falls","College of Southern Idaho",45,"Twin FallsIdaho","0.030778793250305","Primarily online","6906","Public, 2-year"
"346","oct8","Idaho","Bannock","Pocatello","Idaho State University",148,"BannockIdaho","0.0169574526239067","Primarily in person","12363","Public, 4-year"
"347","oct8","Idaho","Nez Perce","Lewiston","Lewis-Clark State College",12,"Nez PerceIdaho","0.0125717679667393","Primarily in person","3684","Public, 4-year"
"348","oct8","Idaho","Kootenai","Coeur d'Alene","North Idaho College",17,"KootenaiIdaho","0.0176828789899636","Hybrid","5270","Public, 2-year"
"349","oct8","Idaho","Canyon","Nampa","Northwest Nazarene University",12,"CanyonIdaho","0.0373332057133161","Primarily in person","2201","Private nonprofit, 4-year"
"350","oct8","Idaho","Latah","Moscow","University of Idaho",307,"LatahIdaho","0.0167048967786975","Primarily in person","11841","Public, 4-year"
"352","oct8","Illinois","Kane","Aurora","Aurora University",1,"KaneIllinois","0.0259615366555034","Primarily online","6005","Private nonprofit, 4-year"
"353","oct8","Illinois","DuPage","Lisle","Benedictine University",7,"DuPageIllinois","0.020134984467793","Primarily in person","4940","Private nonprofit, 4-year"
"355","oct8","Illinois","Peoria","Peoria","Bradley University",338,"PeoriaIllinois","0.021006926034859","Primarily online","5882","Private nonprofit, 4-year"
"356","oct8","Illinois","Cook","Chicago","Chicago State University",17,"CookIllinois","0.0292025622918419","Primarily online","2964","Public, 4-year"
"357","oct8","Illinois","Cook","Chicago","Columbia College Chicago",3,"CookIllinois","0.0292025622918419","Primarily online","6825","Private nonprofit, 4-year"
"358","oct8","Illinois","Cook","River Forest","Concordia University Chicago",2,"CookIllinois","0.0292025622918419","Fully online","6005","Private nonprofit, 4-year"
"359","oct8","Illinois","Cook","Chicago","DePaul University",10,"CookIllinois","0.0292025622918419","Fully online","22437","Private nonprofit, 4-year"
"360","oct8","Illinois","Cook","River Forest","Dominican University",28,"CookIllinois","0.0292025622918419","Hybrid","2990","Private nonprofit, 4-year"
"361","oct8","Illinois","Coles","Charleston","Eastern Illinois University",305,"ColesIllinois","0.0314296438237095","Primarily in person","7526","Public, 4-year"
"363","oct8","Illinois","Woodford","Eureka","Eureka College",23,"WoodfordIllinois","0.0123508151538002","Primarily in person","567","Private nonprofit, 4-year"
"364","oct8","Illinois","Cook","University Park","Governors State University",14,"CookIllinois","0.0292025622918419","Hybrid","4857","Public, 4-year"
"365","oct8","Illinois","Bond","Greenville","Greenville University",20,"BondIllinois","0.0224035066358213","Primarily in person","1132","Private nonprofit, 4-year"
"366","oct8","Illinois","Morgan","Jacksonville","Illinois College",6,"MorganIllinois","0.021510487848357","Other","983","Private nonprofit, 4-year"
"367","oct8","Illinois","Cook","Chicago","Illinois Institute of Technology",55,"CookIllinois","0.0292025622918419","Hybrid","6753","Private nonprofit, 4-year"
"368","oct8","Illinois","McLean","Normal","Illinois State University",1384,"McLeanIllinois","0.0203361765889096","Primarily online","20635","Public, 4-year"
"369","oct8","Illinois","McLean","Bloomington","Illinois Wesleyan University",122,"McLeanIllinois","0.0203361765889096","Primarily online","1693","Private nonprofit, 4-year"
"370","oct8","Illinois","Clinton","Centralia","Kaskaskia College",39,"ClintonIllinois","0.0356211064373569","Primarily online","3164","Public, 2-year"
"371","oct8","Illinois","Knox","Galesburg","Knox College",22,"KnoxIllinois","0.0160164188414254","Hybrid","1333","Private nonprofit, 4-year"
"372","oct8","Illinois","Lake","Lake Forest","Lake Forest College",6,"LakeIllinois","0.0255622474103957","Fully online","1512","Private nonprofit, 4-year"
"373","oct8","Illinois","Coles","Mattoon","Lake Land College",37,"ColesIllinois","0.0314296438237095","Hybrid","4583","Public, 2-year"
"374","oct8","Illinois","Will","Romeoville","Lewis University",39,"WillIllinois","0.0216795537558832","Primarily online","6440","Private nonprofit, 4-year"
"375","oct8","Illinois","Cook","Chicago","Loyola University Chicago",15,"CookIllinois","0.0292025622918419","Fully online","17007","Private nonprofit, 4-year"
"376","oct8","Illinois","St. Clair","Lebanon","McKendree University",96,"St. ClairIllinois","0.0300747826220898","Primarily in person","2494","Private nonprofit, 4-year"
"378","oct8","Illinois","Macon","Decatur","Millikin University",45,"MaconIllinois","0.0174023401820996","Hybrid","2094","Private nonprofit, 4-year"
"379","oct8","Illinois","Warren","Monmouth","Monmouth College",26,"WarrenIllinois","0.0219069104725718","Primarily online","914","Private nonprofit, 4-year"
"380","oct8","Illinois","Cook","Chicago","Moody Bible Institute",10,"CookIllinois","0.0292025622918419","Primarily online","3086","Private nonprofit, 4-year"
"381","oct8","Illinois","DuPage","Naperville","North Central College",33,"DuPageIllinois","0.020134984467793","Primarily in person","2928","Private nonprofit, 4-year"
"382","oct8","Illinois","Cook","Chicago","North Park University",25,"CookIllinois","0.0292025622918419","Primarily in person","2900","Private nonprofit, 4-year"
"383","oct8","Illinois","Cook","Chicago","Northeastern Illinois University",56,"CookIllinois","0.0292025622918419","Primarily online","8103","Public, 4-year"
"385","oct8","Illinois","Cook","Evanston","Northwestern University",146,"CookIllinois","0.0292025622918419","Primarily online","22127","Private nonprofit, 4-year"
"386","oct8","Illinois","Kankakee","Bourbonnais","Olivet Nazarene University",23,"KankakeeIllinois","0.0265059802297428","Primarily in person","4655","Private nonprofit, 4-year"
"387","oct8","Illinois","Champaign","Champaign","Parkland College",55,"ChampaignIllinois","0.0247175579071864","Primarily online","7074","Public, 2-year"
"389","oct8","Illinois","Adams","Quincy","Quincy University",89,"AdamsIllinois","0.0198364789485749","Primarily in person","1086","Private nonprofit, 4-year"
"390","oct8","Illinois","Winnebago","Rockford","Rockford University",29,"WinnebagoIllinois","0.0254129920869725","Primarily online","1203","Private nonprofit, 4-year"
"391","oct8","Illinois","Cook","Chicago","Saint Xavier University",34,"CookIllinois","0.0292025622918419","Primarily in person","3667","Private nonprofit, 4-year"
"392","oct8","Illinois","Cook","Chicago","School of the Art Institute of Chicago",8,"CookIllinois","0.0292025622918419","Fully online","3639","Private nonprofit, 4-year"
"393","oct8","Illinois","Saline","Harrisburg","Southeastern Illinois College",9,"SalineIllinois","0.0177514792899408","Primarily online","1650","Public, 2-year"
